Varient_Name,Average_stars,Review_title,User_rating,Review_description
TVS Jupiter,4.4,Feel the king ride,4,"It looks good and stylish. I’m very satisfied with this and mileage is also good. Making quality is also good. TVS Jupiter is much better than Honda Activa, Hero Maestro Edge, Suzuki Access 125, etc. Thank you TVS to provide a stylish TVS Jupiter. I don’t have words to describe all the good things in this scooter."
TVS Jupiter,4.4,TVS Jupiter - Life made easy,4,"I use my TVS Jupiter for at least 40 KMS per day for my work. It gives me a smooth and tension free ride. Almost 2 years completed, yet it looks new except for that mild chrome frames rust. All free services were completed in time. The box storage space is huge and the seat is broad, feels comfortable and reliable."
TVS Jupiter,4.4,TVS Jupiter,3,"Good experience till now. Good disc brake system, good in mileage, good space and comfortable in sitting."
TVS Jupiter,4.4,Ve can go for TVS ,3,Good and nice-looking with front shield and good pickup with 48 milages but battery got a failure within 8 months even under warranty no replacement
TVS Jupiter,4.4,Value for Money Scooter,5,"Good in comfort, looks classy, good ground clearance, easy to drive, comfortable seat, good average and value for money, Larger wheelbase means more safely, suits to all men, women, boys and girls. Don’t think about it, just go for it. Must buy it, you will never feel low for your decision."
TVS Jupiter,4.4,TVS Jupiter,5,"Amazing scooter, nice performance, an amazing product with a very good style of driving and look nice in the night."
TVS Jupiter,4.4,Excellent experience,5,"Feeling very comfortable. Excellent pickup and speed. Nice digital and analog meter. Needs to improve mileage. The LED lamp is good. Under the seat, storage is also spacious. The TVS Jupiter Grande is a different version than all other TVS Jupiters in color and seat style. The combo brake system is good in controlling the vehicle in a very short time."
TVS Jupiter,4.4,Race like thunder,4,"Nice experience of riding, comfortable accelerator for the long ride. The mileage is low but ok as being a scooter. Seats are broad that makes comfort to sit. Long-lasting metallic body. Fuel filling point is customized and easy to access. I had a trip to Shimla with my scooter with friends many times and never faced pick-up issues. Fuel tank size must be increased. Not faced any warranty issue yet."
TVS Jupiter,4.4,Worst scooter ever,1,"Gives me 35 KMPL of mileage. Worst pick-up and not so good as compared to everyone's comment. I have a matte grey TVS Jupiter,"
TVS Jupiter,4.4,My first scooter experince is too good,3,"TVS Jupiter ride experience is very good in the city, it is moving like a fluid but fuel consumption is very high as compared to average gave (62 KMPL) by the company and it is very much heated in just 20-30 KMS of the ride and I feel very much hot waves while riding. Overall review is good as per aesthetics and because of the rear fuel tank, it is easy to access at the filling station, no need to go down for fuel filling. This quality-made this vehicle different from others."
TVS Jupiter,4.4,Master Full Piece-TVS Jupiter.,5,"Best gearless scooter in India. Durable, good pick up with TVS brand. We are expecting TVS to release Jupiter Powerplus with 125 cc engine."
TVS Jupiter,4.4,A spectacular experience with my new TVS JUPITER ZX,5,As I said in the title the experience was spectacular. I thought that it would take some time to settle with it but I was wrong. I got control of it in just one ride. The ride is smooth and braking is even more. It glides over the potholes like butter. I would definitely recommend it to everyone.
TVS Jupiter,4.4,Great two-wheeler,4,Excellent two-wheeler. I feel very comfortable and safe. Features given are not available in the rest of the scooters. Overall great experience.
TVS Jupiter,4.4,TVS Jupiter ZX,4,"I am using Honda Activa and TVS Jupiter both. TVS Jupiter is very attractive, the telescopic suspension is value-added features, digital odometer and great mileage."
TVS Jupiter,4.4,"My views about TVs Jupiter ZX.""Minimum input, good process and maximum output""",5,"TVS Jupiter ZX is the first scooter of my life and my own deposit capital.  While buying a scooter, I was very nervous that my earnings would not go in vain. Then I went to the showroom of TVS and spoke to the counselors there and they assured me that I am not making any mistake by purchasing it. I bought and drove it and I liked it better than other scooters as it is very comfortable and it also surpasses the Honda Activa in terms of mileage and average. There is an unmatched mix of superior technology.  I would like to thank the entire team of TVS who made this. If you too are thinking of taking a scooter, then believe that you are investing your hard-earned money in the right place."
TVS Jupiter,4.4,Best scooter ,5,"I love TVS Jupiter since using from last 10yrs, I like the mileage and pick of the scooter, all best is I can fill the tank without getting down from my scooter. "
TVS Jupiter,4.4,Cheap and economical,5,"TVS Jupiter is very economical, nice riding experience, mileage and comfortable on roads."
TVS Jupiter,4.4,Marvellous scooter,5,"I have a great experience with this scooter because it is limitless and when I ride, I feel safe and secure. Its is cheaper for maintenance and it consumes very less petrol. I think it is eco-friendly as well as economical. The tyres are like cheery on the cake. It is nice."
TVS Jupiter,4.4,My scooter,5,"It is a very good scooter in today's generation. It is very good in performance, mileage, comfort and it has very new features which other scooters don't have. The shock absorbers are very strong, the front shock absorber is telescopic and rear one is hydraulic. It comes up with a different color variant."
TVS Jupiter,4.4,TVS Jupiter is like my family member,5,"After buying this, I have an excellent experience. It gave an excellent mileage of 65 KMPL with good pick-up and comfort. It is like my family member."
TVS Jupiter,4.4,"Great design, super mileage",4,Mileage is up to 50 KMPL. Matte finish blue color looks good but not as comfortable as its price.
TVS Jupiter,4.4,Bought a happy go ride,5,"I bought a TVS Jupiter Classic (Autumn Brown) 4 months ago. Really happy with it, as it is smooth, looks classy with that color and the new design style is good. It is comfortable to ride, can carry much of a load and has an effective braking system. Would gladly recommend it to others."
TVS Jupiter,4.4,TVS Jupiter,5,"Very good scooter with the smooth engine, comfortable, with advanced technology. Better than all other scooters in the market."
TVS Jupiter,4.4,Happy to drive TVS Classic Jupiter ,5,"Smooth drive, maintenance-free, classic look, fuel consumption is less with a good look, good pick up, lightweight and I  am very happy with it."
TVS Jupiter,4.4,TVS Jupiter is awesome ,5,"TVS vehicles are really awesome as compared to other brands. Especially, mileage and maintenance are very good. I already purchased 2 TVS Jupiters and hopefully, I will purchase one more. I suggest all to go with TVS vehicles. They are made in Tamilnadu and the way of service is awesome."
TVS Jupiter,4.4,Best Scooter - TVS Jupiter,5,The build quality is appreciable with decent fit and finish. Paint quality is good. Best in class mileage. Throttle response is decent not in the aggressive side. The seating comfort and suspension is best in class. Overall a very nice scooter. The exhaust sound is sweet too. TVS has come a long way tuning this exhaust sound. TVS scooters sound different from others. Buying it was a great decision.
TVS Jupiter,4.4,Good and Practical To Commute,5,"I have been using Jupiter from 3 months and its a good scooter. It has a good boot space. Also, you can kick start it in the morning just by sitting on it, No need to get down and kick. Mileage is also good. Overall good experience with Jupiter so far."
TVS Jupiter,4.4,Tvs jupiter scooter is fantastic,5,The TVS Jupiter scooter is very nice and the mileage is much better than any other Scooter and very easy to handle.
TVS Jupiter,4.4,Classic people have classic choice,5,New TVS Jupiter Classic is awesome. I really experience a classic ride on this scooter and totally satisfied with it.
TVS Jupiter,4.4,Best scooty;,5,TVS Jupiter is the best scooty in its segment. It offers the best mileage in comparison to others. Quality and fitting are best and the handling of scooty is better than Vespa scooty which costs 1 lakh. 
TVS Jupiter,4.4,"Good Performance, Great Mileage",4,"Nice Bike, but disc brakes are missing. Otherwise happy with everything, Color is excellent, Very comfortable, Nice boot space."
TVS Jupiter,4.4,Best scooter in India,5,TVC Jupiter gives me the best mileage in scooters with disc brakes and 12 inch tires. It gives us super power and great handling.
TVS Jupiter,4.4,Better than Honda activa smooth and it has better mileage ,5,I am riding my new Jupiter for the last two weeks and I am more than satisfied with it as compared to a competitor scooter Honda Activa 5G. It gives a smooth ride and better mileage.
TVS Jupiter,4.4,Jupitar ZX Smooth ride with royal experience,5,Smooth ride with royal experience. Semi-digital meter looks enthralling during a night ride. Looks like riding on the wind.
TVS Jupiter,4.4,Jupiter is Superior ,5,"Firstly, I was dicey between Honda Activa and TVS Jupiter but after seeing in front I got attracted by Jupiter's design and other stuff. It's been 2-3 weeks since I bought this scooter( TVS Jupiter). Excellent experience while riding it so far. It has so far traveled around 400-500 km but no issue faced. Hoping no issue will be coming in the near future."
TVS Jupiter,4.4,Very good ,5,"I have a good experience. Good average, smooth driving, comfortable seat, different look, different color combination and unique horn."
TVS Jupiter,4.4,Super bike for bike lovers ,5,"Really I loved it. In heavy traffic also I can drive easily. I recommend going for TVS Jupiter as it has more mileage, more savings and more fun. Have a safe drive and don't forget to wear a helmet."
TVS Jupiter,4.4,Nice vehicle,5,The vehicle is awesome. It might be the best two-wheeler of the year.
TVS Jupiter,4.4,"Two wheels move the body, TVS Jupiter move the soul",5,"Its been just a month and I am enjoying my TVS Jupiter a lot. If put up in one word, it's perfect. I am glad I made the right choice."
TVS Jupiter,4.4,Right selection of scooter,5,"It is very smooth in driving. No starting problem, start in a single press. Already covered 496 KMS. The colour combination looks very elegant with pleasant eye. The mileage is 45 KMPL before 1st servicing. Hope, it will be more fuel-efficient after 1st and 2nd servicing. As a whole, though I have selected the TVS brand instead of reputed Honda brand and I am satisfied with my choice."
TVS Jupiter,4.4,Satisfied with TVS Jupiter,5,"Superb engine power, mileage and best handling with the best control. The ride quality is superb as per off-road also. TVS did a great job and I am satisfied with this scooter. Thank you TVS for making a great scooter. The mileage will surprise you as I get 50 KMPL and on highways, I get 60 KMPL with smooth driving."
TVS Jupiter,4.4,A Good Scooty,5,It is a very good scooty. The Suspension is nice. 
TVS Jupiter,4.4,Suggestions,4,Nice scooter but it's uncomfortable for tall persons because the front seat is lower and the average is also very good.
TVS Jupiter,4.4,Overall A Good Deal,4,My experience with TVS Jupiter is very good. Driving is smooth and good in mileage. But the price is a big disappointment.
TVS Jupiter,4.4,Good Riding Experience,4,Mileage of TVS Jupiter: initially the mileage was less but after 1 service and near about 700 km. Now giving 40km/L.
TVS Jupiter,4.4,The Best 110 cc Scooter With Premium Features,5,"When I was planning to buy a scooter the first name comes in mind is Activa due to the popularity of its name itself ... But when I did some research on other options like Jupiter was my instant go-to choice. TVS Jupiter is the best value for money scooter due to its features, built quality, appealing looks and multiple variants as per needs! colours as well as budget. Need of disc brake option was a must for me which wasn't even optional in Activa in 110 cc segment. Other features were also very interesting as some scooters just get 12-volt socket where you need to buy charging adapter and USB cable but with Jupiter, we get a built-in adapter and us just neet to plug in the USB cable. Such minor features do make some difference. And lastly, my choice was the classic variant with brown and beige dual-tone colours with those chrome accents just look charming. And also most importantly Activa didn't have decent mileage figures at all. Totally Satisfied with my choice."
TVS Jupiter,4.4,Stylish Scooter,5,* Excellent riding comfort 
TVS Jupiter,4.4,Better Choice Over Activa 5G,5,Its design is superb...Echo and power mode saves a lot of fuel. Pick up and mileage also great. Compare to Activa 5g. I refer to buy Jupiter instead of activa 5g. service center also well staffed.Color range is wide so no compromise word come in color matter. Body is far better than activa 5g and access 125. I suggest you to buy jupiter instead of other scooter.
TVS Jupiter,4.4,Lightweight Scooter,5,"This is an excellent scooter, suspension is fabulous, for a drive near about 100 km, it's a perfect match. Mileage is 50km. Pick up is appropriate. Value for money, lightweight scooter."
TVS Jupiter,4.4,Well Balance Between Power And Mileage,5,"  Well balanced between power, performance, mileage, and comfort. Go for it. You will be happy. The suspension system is very good. Overall it is very fine. You will not regret. My mileage(around 50) is clearly in town riding with very bad roads. I am happy that I bought this good decision with Jupiter."
TVS Jupiter,4.4,TVS Jupiter is the Best for Daily Commute,5,Well as all the bikes and scooters have some good and the bad things about them. My experience with my TVS Jupiter is exactly like that. 
TVS Jupiter,4.4,Dazzle Strike Jupiter ,5,"Smooth riding, best mileage ever in a scooter, comfortable travel, and large storage. Attractive and unique color. Perfect extra fittings. Unique body parts compared with others especially led lights. Overall a perfect scooter for this era and also its dazzling look can beat every vehicle on the road, simply super."
TVS Jupiter,4.4,The Classy Jupiter ,4,"Simply superb , technologically advanced and a must-have scooter for all generations alike , racing ahead of its competitors. The suave colors add to its charm. The ride comfort along with practical accessories and fuel tank filling position makes up for an overall wholesome package that is value for money, that’s why I call it the “Classy Jupiter “"
TVS Jupiter,4.4,My love TVS Jupiter Classic,5,Excellent scooter. Boht hi acha scooter hai. Color combination bhi boht acha hai. Scooter chalane mai boht maza aata hai. Suspension boht hi acha hai or chalta bi boht acha hai. Mileage bhi acha de raha hai. Maine khud average nikala 50 KMPL ke upper de raha hai. Mai is scooter ko 100/100 dunga.
TVS Jupiter,4.4,Comfortable BIke,5,"The bike is very comfortable and the bike rate Is also very low, the bike has more space for the thing I like the bike color and the millage is very good."
TVS Jupiter,4.4,Good For Indian Roads,4,"Good bike for Indian road conditions, comfortable to drive, mileage not as expected. Overall good service, very pleasant to drive, color variants are very attractive, feels like driving a bullet, the braking system is very good, headlights are very powerful, both ways locking system is helpful, under-seat storage capacity is good and mobile charging facility is a good gesture."
TVS Jupiter,4.4,Best Experience !,5,Sweet smart comfortable
TVS Jupiter,4.4,Worth buying ,4,Nice option in the range of 110 cc. Scooters. Here are some points you should consider before buying this.
TVS Jupiter,4.4," A Punchy, Stylish, and Modern Package",5,"Honda Activa might be the top-selling scooter in India, but the TVS NTORQ is in a completely different altogether. The 124.79 cc engine with 9.4 PS and 10.5 Nm is punchy enough and helps in quick acceleration. Then the Bluetooth connectivity features like call alerts, navigation, and auto-reply to messages is another nifty addition to the scooter. Style-wise, I believe that the TVS NTORQ is probably one of the best looking and a truly sporty scooter."
TVS Jupiter,4.4,Great Design And Features,4,This review is after 50 days of usage. 
TVS Jupiter,4.4,Why Run After Activa When You Have Jupiter Classic,5,"Already having owned a couple of Honda Activa scooters in the past, I thought it was time for a change and decided to bring home TVS Jupiter Classic. Not only the Jupiter Classic stands out in the crowd due to its design but it also packs in a great engine. The seating comfort is good and the handling also up to the mark. I hope the scooter is able to retain its mileage figures as the time passes."
TVS Jupiter,4.4, Fantastic Scooter For The Price,5,"Everything from the looks, performance, comfort, and features, the TVS Jupiter is one great scooter. After going through a lot of reviews, suggestions from friends & family, and a couple of test rides, I finally bought the TVS Jupiter in December 2018, and the experience has been fantastic. Hopefully, the scooter will stand the test of time well."
TVS Jupiter,4.4,Comfortable To Drive,5,"It's really nice to ride TVS Jupiter. It has good resale value, very comfortable to drive, easy to use and it has large under-seat storage."
TVS Jupiter,4.4,"Life ain't always beautiful, but it's a beautiful ride With TVS Jupiter",4,"Good Comfortable ride but sometimes in the morning, it takes time to start. You need to use a kick or chock to start the Vehicle. Apart from that good ride experience, ample storage space. Built quality and seat comfort are good, leather finish seat is comfortable and looks great. The windshield cover is good for kids standing in front. The mobile charger below the seat is a very good addition."
TVS Jupiter,4.4,Trustworthy - TVS,5,TVS bikes and scooters are really trustable. That is why I go for TVS Jupiter and it’s great experience with the TVS company. The service provided by the company is world-class that is why they are at the first position on providing customer service. I recommend this Scoote to everyone.
TVS Jupiter,4.4,TVS Jupiter a Beast in Scooters.,5,"The Smooth ride of TVS Jupiter, with fully loaded advance features, like telescopic front shock absorbers, petrol filling opening at the back, Highly cushion and broad seat, Attractive colors, not only outsmart 125 cc scooters, but forces it's competitors, to work hard in 110 cc segment to maintain themselves in the Competition."
TVS Jupiter,4.4,Jupiter king of Indian scooter's,5,"Jupiter in name of the bike we can have all the answers it had more space and big and soft seat, more mileage and more brighter"
TVS Jupiter,4.4,Easy Bike ,5,"Go with  Jupiter for a comfortable and stainless ride in our Hyderabad roads. I really enjoyed while riding, very important things are telescopic suspension, fuel tank outside of the seat ,tyre length and Mac wheels, simply easy ride and safe journey. "
TVS Jupiter,4.4,Trustworthy product- TVS Jupiter,5,"I wanted a reliable scooter for everyday work and the Jupiter seed the best fit. It delivers a perfect balance of performance and mileage. Also, it comes with so many useful features like the mobile charging port, reverse indicator, external fuel-cap, and a high beam flasher. Looks-wise the Jupiter might look bulky to some folks, but ride super smooth."
TVS Jupiter,4.4, Jack Of All Trades - TVS Jupiter ,5,"Despite its simple origins, the TVS Jupiter has the air of premium appeal in it, thanks to premium features. And for a family-oriented unisex scooter, it is a jack of all trades when it comes to the perfect balance of ease of riding, ride quality and performance."
TVS Jupiter,4.4,Service Centre Can’t Fix The Fuel Indicator,5,"I bought a TVS Jupiter on the 30th of September and the fuel indicator stopped working in a matter of 7-8 days. I have already been to the service centre for over five times but the folks just can’t make it work properly. They’ll do a thing and the fuel indicator will work for 1-2 days before dying again. Since the scooter is under warranty, I’ll have to force them to replace the required parts to make this thing work. Not very happy to be honest."
TVS Jupiter,4.4,Good Scooter - TVS Jupiter ,5,TVS Jupiter is an amazing scooter with good performance and is a very good deal if someone is looking forward to buying. This bike runs smooth.
TVS Jupiter,4.4,Best Scooter - TVS Jupiter ,5,TVS Jupiter is an Indias number one scooter with a mileage of 50km per litre and also has a good pickup and superb looks. 
TVS Jupiter,4.4,The Best - TVS Jupiter,5,"I switched over from Activa to TVS Jupiter after 6 years and feel that it is running very smooth, more mileage than the previous scooter, very easy to maintain the scooter and better pick-up."
TVS Jupiter,4.4,Jupiter is the best scooter- TVS Jupiter,5,"I have switched over from Activa to TVS Jupiter after a time period of 6 years. I feel comfortable with the performance of this scooter I.e. running very smoothly, more mileage, easy to shift in the stand and yes, a very quick pick up. "
TVS Jupiter,4.4,Good Scooter - TVS Jupiter,5,TVS Jupiter is a very good scooter. Especially comfort is also very good. Mileage is also good.
TVS Jupiter,4.4,Simply Stylish- TVS Jupiter,4,"TCS Jupiter is lightly weighted, simply stylish with an elegant  look with better mileage and good pickup. I recommended to everyone. The price might be a little expensive if compared to other brands.  "
TVS Jupiter,4.4,TVS Jupiter ,4,"Good scooter, running very smoothly, on an average 50 kmpl in the city, easy drive, suspension are very good, hand break is also very good."
TVS Jupiter,4.4,Good Scooter.,5,"The TVS Jupiter is a very good scooter, very satisfied with the handling and the controlling."
TVS Jupiter,4.4,No Regrets For Purchasing It: TVS Jupiter,4,TVS Jupiter is a very good scooter. I never regret buying this vehicle. Its ride is very smooth. I absolutely love its breaking system of Combi Break with the disc (classic variant). Its suspension is good. Its Matte finish color is fine.
TVS Jupiter,4.4,Excellent Scooter - TVS Jupiter ,5,This scooter TVS Jupiter runs very smooth and gives great feel while riding. 
TVS Jupiter,4.4,TVS Jupiter,5,Jupiter provides me smooth comfort. Easy to handle and easy to drive. Nice performance.
TVS Jupiter,4.4,Good Scooter - TVS Jupiter ,5,"This scooter TVS Jupiter is so beautiful and gives the best mileage, runs very smoothly. "
TVS Jupiter,4.4,Excellent Scooty - TVS Jupiter	,5,TVS Jupiter is very good scooty for women. Overall performance is excellent. Body of the vehicle is very good and smooth riding. 
TVS Jupiter,4.4,Good Scooter - TVS Jupiter ,5,"This Scooter TVS Jupiter is a very good scooter which goes smooth and has good tyres. Also, this is a classic and good looking scooter."
TVS Jupiter,4.4,Excellent 10/10- TVS Jupiter,5,"TVS Jupiter is a good looking scooter with good mileage and easy to drive. It is the best scooter on Indian road, that's the reason I like it. I made the right choice."
TVS Jupiter,4.4,Good Scooter - TVS Jupiter ,5,"This scooter TVS Jupiter gives a smooth and powerful ride with good mileage. It gives very nice features, rare side petrol filling option is very excellent idea. "
TVS Jupiter,4.4,My lucky charm,5,"The tires plus its seats are too smooth and the seat is more comfortable. The best thing is the automatic head beam. The space of handles and the seat is very perfect. Its classic look is just fabulous. The breaks are also good that if we apply them at a constant speed then also we are safe. Overall it features, it looks,and its comfortableness encourages me to use it more and more. It has a perfect price according to its extraordinary features and looks which made it different from others."
TVS Jupiter,4.4,Wonderful Scooter: TVS Jupiter,5,TVS Jupiter is a wonderful scooter. The average is very good. The speed is very good. I wish everyone buy TVS Jupiter. 
TVS Jupiter,4.4,TVS Jupiter	,1,A very good vehicle with smooth handling with sooth sound and perfect pocket-friendly vehicle with amazing performance. 
TVS Jupiter,4.4,Nice Vehicle,4,"Best mileage, best performance, best look, best color."
TVS Jupiter,4.4,TVS Jupiter - Good Scooter But Low MIleage Hurts,3,"While TVS markets the Jupiter with a claimed mileage of around 62kmpl, my Jupiter has never returned a mileage of over 45 KMPL. The fuel economy in tight traffic and bad roads drops down to even less than 40 KMPL at times. The scooter has good build quality and a powerful enough engine, but the low mileage has left me disappointed."
TVS Jupiter,4.4,TVS Jupiter - Good Scooter But Low MIleage Hurts,3,"While TVS markets the Jupiter with a claimed mileage of around 62kmpl, my Jupiter has never returned a mileage of over 45kmpl. The fuel economy in tight traffic and bad roads drops down to even less than 40kmpl at times. The scooter has good build quality and a powerful enough engine, but the low mileage has left me disappointed."
TVS Jupiter,4.4,Best Scooter - TVS Jupiter ,5,"TVS Jupiter is an excellent bike. Its really quick, Jupiter is 108cc. And with that ride quality, You will really enjoy riding it with a mileage of 45kmpl on highway and 40kmpl in the city is acceptable."
TVS Jupiter,4.4,Excellent Scooter,5,"TVS Jupiter has very stylish looks, it looks great in blue color. Easy to start, smooth-riding, nice headlamps with great brightness."
TVS Jupiter,4.4,TVS Jupiter Review,5,It offers a very good comfort to the rider and gives smooth ride.
TVS Jupiter,4.4,Excellent Scooter with Perfect Grip and Mileage,5,Not having a powerful pickup but an excellent speed and grips best to roads with large space and a charging slot is perfect for the scooter.
TVS Jupiter,4.4,A Real Hero of Road - TVS Jupiter ,5,"Its an amazing scooter for male or female with excellent efficiency and comfort to enjoy ride anywhere, anytime with enlarged backside for near and dear ones or for the whole family. A unique designed scooter powered with TVS machinery."
TVS Jupiter,4.4,TVS jupiter  ,5,I like TVS Jupiter because of its easy handling and the seat is very comfortable. It is a complete value for money.
TVS Jupiter,4.4,Nice City Ride,4,"Good for urban commutation, comfortable and mileage is also descent."
TVS Jupiter,4.4,Nice scooter,5,Good looking scooter along with a good average. Apart from pickup best scooter in 110cc. The legroom is also spacious. Smooth engine sound. 
TVS Jupiter,4.4,A sleek Giant,5,A good sleek scooter.  The suspension is excellent improving riding quality.
TVS Jupiter,4.4,Good Scooter  - TVS Jupiter ,4,TVS Jupiter is smooth in fire and average is good. The pickup of the scooter is good. 
TVS Jupiter,4.4,Best Scooter - TVS Jupiter ,4,"I like TVS Jupiter, it gives good mileage, good pick up, and so many colors are their, and our family also like Jupiter vehicles, and my family select smart Jupiter, its disk vehicle."
TVS Jupiter,4.4,Best Scooter - TVS Jupiter ,5,The scooter is a unique product that runs smoothly like butter. I am very much satisfied with the scooter and happy with my decision to buy TVS Jupiter bike. My experience will be spread amongst my friends and relatives 
TVS Jupiter,4.4,Nice Scooter - TVS Jupiter ,5," TVS Jupiter is awesome, very comfortable, best mileage. Nice-looking body and design. Therefore I have purchased 3 TVS JUPITER in the last 4 years. I recommend everyone to purchase TVS Jupiter."
TVS Jupiter,4.4,Best Scooter - TVS Jupiter ,3,"I exchanged my old TVS Wego for a brand new TVS Jupiter on this Diwali. Similar to the Wego, I like Jupiter just as much and am satisfied with the performance and comfort level. The best part is the higher mileage that Jupiter offers as compared to Wego."
TVS Jupiter,4.4,NIce Scooter - TVS Jupiter ,2,"The only good thing with this TVS Jupiter scooter is its attractive colors. I got the top end grande edition and still can not find the technologies integrated in it to be user friendly and that is what they are charging us extra for. On 50 Kms, the bike's steering plastics have started to vibrate on low speed and as far as the mileage of 62 KMPL as described by the company, it is just a hoax and it is only as good as other scooters with 45-50kmpl max. Access facelift, on the other hand, is much better than this one so don't look for the Brand Ambassador, look for value for your money."
TVS Jupiter,4.4,Cool in looking,5,"Smooth running, fuel-less consumption, feeling less jerk while riding, and so many good qualities in TVS Jupiter."
TVS Jupiter,4.4,The Pros and Cons of TVS Jupiter,5,"TVS Jupiter is an excellent vehicle. Easy turning, comfortable sitting, smooth start, Jurkless telescopic suspension. But when we stop the bike it tilts towards more weight it is because of the combi brake system, it is dangerous for new riders. We used to ride TVS Pep earlier to this. Balancing of Jupiter is not as good as Scotty Pep. It must be resolved. As I consider it better over the Honda Activa. Overall it is nice."
TVS Jupiter,4.4,My Pride TVS Jupiter,5,"Excellent Jupiter. Easy turning, comfortable sitting, smooth start, jurkless telescopic suspension. But when we stop the bike it tilts towards more weight it is because of due to combi brake system, it is dangerous for new riders. We used to ride TVS Pep earlier to this. Balancing of Jupiter is not as good as Scooter Pep. It must be resolved. As I consider it better over the Honda Activa. Overall it is nice."
TVS Jupiter,4.4,Easy To Ride Scooter,5,"TVS Jupiter offers you alloy wheels, good suspension, external fuel refiller, more color options, riding comfort. It is very sturdy and easy to ride. Although it lacks in comparison with Activa due to a bit less torque, but I like this scooter very much. "
TVS Jupiter,4.4,Nice and smart look,5,It's a good vehicle. I have been using it from last one month. Its Bluetooth connectivity helps a lot.
TVS Jupiter,4.4,Best Scooter - TVS Jupiter ,5,"TVS Jupiter is a good scooter in terms of pick up, mileage, road grip, features, affordable."
TVS Jupiter,4.4,Good Scooter - TVS Jupiter ,3,Noticed vibration issue while riding which is referred to service and hoping it will be resolved by its service. Else overall TVS Jupiter is a good scooter.
TVS Jupiter,4.4,Classy Model - TVS Jupiter ,4,"Superb model, smooth running, dashing personality, I love TVS Jupiter, as an expected scooter, lifetime god gift. "
TVS Jupiter,4.4,Superb Scooter - TVS Jupiter ,5,"Feeling superb while riding my Jupiter and getting awesome comments from viewers. Good mileage and comfortable seat. One extra feature brake controller, it is safe for children. Also, get alloy wheels and tubeless. All the accessories I got with my Jupiter no extra charge. One more feature petrol tank outside the seat which I like very much."
TVS Jupiter,4.4,Good bike,5,It's a wonderful bike with such good mileage. The handling is also very nice.
TVS Jupiter,4.4,The brakes aren’t effective.,5,The build quality is very good and the engine is also very refined. But I am not very impressed with the brakes. The front brake does its job well but the rear combi brake system is spongy and doesn’t offer a good bite.
TVS Jupiter,4.4,Nice scooter.,5,It is the best vehicle if I compare it to my other vehicles as it gives a world-class experience.
TVS Jupiter,4.4,Super scooter,5,The handling of the scooter is very smooth and the pickup is also satisfactory. The digital meter is also very nice. The average is also impressive.
TVS Jupiter,4.4, Best experience,5,Best scooter with awesome mileage and average. I am very satisfied with the performance of the scooter.
TVS Jupiter,4.4,Excellent,4,Best scooter at affordable price. The Pickup and Mileage is very Excellent. The drive is smooth and Comfortable driving.
TVS Jupiter,4.4,Jupiter my new planet.,5,Great looks and comfortable driving experience. Easy handling for city or highway rides. Its matt finish with blue variant is amazing.
TVS Jupiter,4.4,A new planet.,4,"Jupiter is good in look and feels perspectives and comfortable to ride. The lighting system is amazing, somehow the horn is not much impressive. The mobile charger option is great. The side stand is a little small. We need to see the mileage after the first service. The fuel filling system is also impressive."
TVS Jupiter,4.4,Sturdy comfortable stylish scooter,5,"The scooter is comfortable despite the poor condition of roads in Kolhapur. TVS Jupiter does not skid and proper balancing is there. I got good courteous service at the dealer. The mileage even after the traffic is good, the range of colours are exotic. These above points give the scooter excellent rating. The performance of my scooter is satisfactory and I am expecting to get excellent results over-time to come."
TVS Jupiter,4.4,Another planet on the Earth.,5,Amazing scooter so far.
TVS Jupiter,4.4,Sturdy comfortable stylish scooter.,5,The scooter is comfortable in spite of the poor condition roads in Kolhapur. TVS Jupiter does not skid and has proper balancing. The mileage is even because of the traffic.
TVS Jupiter,4.4,Excellent vehicle.,5,Good and excellent vehicle so far with amazing space available. Wonderful pickup it delivers.
TVS Jupiter,4.4,Just Go for it,5,"Guys, I used TVS Jupiter around 1 month and till now according to my experience, I will recommend everyone to buy this scooter. It is very comfortable scooter because of its telescopic suspension, the ride quality is very good. According to me, you should go for Jupiter instead of Activa."
TVS Jupiter,4.4,Amazing and very stylish.,5,The bike is stylish and attractive and delivers great performance and mileage. 
TVS Jupiter,4.4,TVs Jupiter Review,5,"It is a nice bike as it comes with good pick-up, riding, seats are comfortable with good mileage. Overall completely satisfied with this scooter."
TVS Jupiter,4.4,TVS is the brand You can trust Blindly,5,"It has been more than 1 month since I bought this scooter and I am completely satisfied with this scooter.  I am very happy with its fuel average, the seat is very comfortable, there is no problem in travelling far. I recall this vehicle to everyone and many people have bought this scooter as well. Thank you TVS motors for providing us best Scooter for us. "
TVS Jupiter,4.4,Recommending to friends ,5,Nice scooter. Good mileage and comfortable. Thanks. I will also recommend this scooter to friends and family.
TVS Jupiter,4.4,Feature rich scooter with awesome mileage,5,The Jupiter has been a TVS bestseller vehicle because of its superb 62kmpl mileage. It is a very practical vehicle with good styling. The 110cc motor strikes the perfect balance between performance and fuel efficiency. It comes with a host of features like reserve fuel indicator and mobile charging point. The seats are a bit on the softer side. 
TVS Jupiter,4.4,Amazing scooter.,5,Amazing mileage and smooth suspension. Kinda affordable and stylish looks.
TVS Jupiter,4.4,Excellent work ,5,There is a good experience for using TVS bike. I have Jupiter which is good. The suspension is Excellent. And the customer service is also so good.
