Varient_Name,Average_stars,Review_title,User_rating,Review_description
Kawasaki Ninja 300,4.2,Good Performance,3,I took a test drive from my friend. This bike is very much stylish and comfortable. But its exhaust is not that satisfactory for me. Overall it is recommended.
Kawasaki Ninja ZX-10R,4.4,Great Bike ,4,"The overall performance of the bike is awesome, and the looks are also good. I would give it 4.5 stars. The bike is amazing."
Kawasaki Ninja 300,4.2,Good Bike,4,The bike performance is very nice and the exhaust sound is awesome. The bike speed is very awesome and the break is also good. 
Kawasaki Ninja 300,4.2,Ninja 300 Bike ,3,"This is a superbike in this prize I can't believe this. This is an osm bike at a low price. Good look but the exhaust sound was not good as the ninja sound, the second point is this is a 290cc around which is good power at this price."
Kawasaki Ninja 300,4.2,Riding Experience Is Amazing,5,"The Ninja 300 offers a good balance of power and handling. It produces around 39 horsepower, which is ample for city riding and highway cruising."
Kawasaki Ninja 300,4.2,It’s Really Good,4,"It's truly impressive in the 300cc segment, with a stylish appearance. It's a great choice for highway rides, offering a budget-friendly option with the necessary speed, in my opinion."
Kawasaki Ninja 300,4.2,Very Stylish Bike,4,This bike is very stylish and mileage is ordinary but the built quality is top-notch. You can prefer this bike in this price range.
Kawasaki Ninja ZX-10R,4.4,Good Performance,4,"Yes, we have a ZX10R, which belongs to my brother, but I also ride it. It's a very powerful machine, not suitable for beginners. However, it gives very low mileage, around 10 or 9 kmpl, and its maintenance cost is also quite high. But if you're looking for a very, very powerful machine, you should go for it."
Kawasaki W175,4.0,Waiting for you darling.,5,"Eagerly waiting to see W175 in India, such a classic retro look, can beat Royal Enfield."
Kawasaki W175,4.0,Comfortable To Ride,4,"Kawasaki W175 comes with a bulky fuel, circular headlight, and short stance. The is absolutely comfortable to ride in the city and on the highways. The power delivery is smooth enough for you to cruise at a speed of around 80kmph on the highway. Moreover, the seat is also flat and well-cushioned to ensure a decent riding experience."
Kawasaki W175,4.0,Not Satisfying Look,3,"Its look is not satisfying me, but the mileage is ok. The weight is very less, and the engine cc is given more power with the high price."
Kawasaki Ninja 650,4.5,Kawasaki is the best.,5,"One of the top 650cc bikes, which we get in this price range. Kawasaki is the best. And the color option is unique and good looking."
Kawasaki Ninja 650,4.5,My Dream Bike,4,I like its body style and its engine sound is awesome. Its body is unique and it gives a sporty look. Tire quality is awesome and it has better mileage compared to other bikes.
Kawasaki Ninja 650,4.5,This bike so much attractive.,5,"Wow so beautiful Kawasaki ninja 650 bike, I like this bike very power, I love this bike very much."
Kawasaki Ninja 650,4.5,"So You Bought A Ninja Bike, Buckle Up",4,"Been riding street cruisers for 40 years. My Ninja 650 is by far the fastest bike. I ever had. Tons of power, cornering, comfortable to ride, mine came with a trunk and saddlebags, great for travelling and easier to remove. Torque and weight are all awesome. Love this bike."
Kawasaki Ninja 1000SX,4.6,KAWASAKI NINJA 1000 ABS – LONG-TERM TEST WRAP-U,5,"The Kawasaki Concours 14 is a world-class sport-tourer, while the track-focused ZX-10R wears the world superbike crown. Filling a middle ground between these mission-specific models, the Ninja 1000 offers real-world sporting prowess and excellent light sport-touring capability. After 10 months piling miles on our green machine, we have a saddle-savvy appreciation for its superb reliability and versatility."
Kawasaki Ninja 1000SX,4.6,The Most Sensible Litre Class Motorcycle,5,"let me begin with saying that the Kawasaki Ninja 1000 is possibly the best bang for the buck motorcycle today. At 9.99 lakhs ex-showroom what you get it a state-of-the-art engineered,  in-Line four, litre class motorcycle."
Kawasaki Ninja 1000SX,4.6,Best 1000 cc sports tourer,5,The best bike under 10 lac rs. Worth paying that amount for this AWESOME machine... Would love to own in the future.
Kawasaki Ninja 1000SX,4.6,Real beast ,5,It’s a real beast under 10 lakhs. It becomes a real monster once you hit 150 km/h. It’s a dream bike for people having a DNA of sports bike.
