Varient_Name,Average_stars,Review_title,User_rating,Review_description
Ducati Panigale V4,4.7,Super Bike: Ducari Pangale V4,5,"Ducati Panigale V4 is a superb bike comes with amazing mileage. Its headlight, back seat, and handle are also very good. Its looks are also mind-blowing. "
Ducati Panigale V4,4.7,Best Bike.,5,"This bike is good looking and best performance bike in all time, the lightweight body gives more speed."
Ducati Panigale V4,4.7,Brilliant superbike,5,"Awesome. Handling is excellent, power is monstrous. Brilliant torque control. "
Ducati Hypermotard 950,4.0,"Amazing Style, Awesome Road Presence, Segment Stealer",5,"Amazing style, awesome road presence, segment stealer in the view just for adventure to ride anywhere. Just throttle down and go away as well there is no road strategy."
Ducati Streetfighter V2,4.0,Amazing Performance Bike,3,"Having previously owned a Panigale 899 and a Panigale V2, I have a soft spot for the baby Panigale platform, and I've always found it to be an easier bike to ride hard and enjoy on the road than the V4. The Streetfighter V2 is based on the same engine, chassis, and technology platform as the Panigale V2, but it isn't the same, aside from the obvious changes to a naked machine. To be honest, I adore the Streetfighter V2's design. It's aggressive, bold, and everything I want in a naked bike, though to be honest, I'd like a little less plastic and a little more carbon for the price - and no, I don't want to add some wings. Although the cockpit is a little small, the dash is easy to use and the riding posture is extremely lovely and roomy, with those big, wide 'bars allowing a nice, upright riding stance. It's worth noting, though, that while it's spacious, the seat height is somewhat high if you're on the shorter side of the spectrum. Heating issues are there to accompany you in city traffic and now it's even worse. At last, the looks of this beauty are incomparable it's a pugnacious little machine and not to forget it's a crazy eye candy with its angry eyes."
Ducati XDiavel,4.5,My Experience,4,"In 2017, I purchased this bike, and it has been in my possession ever since. However, I must caution that the maintenance costs can be high if you don't live in a dealership town, where the dealer network might not be readily available. So, unless you have easy access to a Ducati dealership, I would advise against buying one."
Ducati Streetfighter V2,4.0,The Ducati Streetfighter V2: Thrilling Beast,5,"I recently had the opportunity to experience the Ducati Streetfighter V2, and I must say it left me in awe. This motorcycle is a thrilling masterpiece that embodies power and precision in every aspect."
Ducati XDiavel,4.5,Good bike.,5,"What to say about this bike, words are not enough to describe this bike, superb power, a complete monster rather a devil in disguise."
Ducati Hypermotard 950,4.0,Performance And Comfort,3,"This bike is awesome, and its off-road performance is the best. It excels in top-level off-roading, making it a great choice for adventurous riders."
Ducati Scrambler 1100,5.0,Best bike ever.,5,"I was in Delhi for vacation I rented this bike, I loved the ride quality and the power offered by the bike I am looking forward to buying this bike."
Ducati Multistrada V4,3.0,The Ducati Multistrada,3,"The Ducati Multistrada is an adventure touring bike, which has a lot of features. The power of this bike is amazing, but the maintenance cost is very high and it is not an economical bike."
Ducati Multistrada V2,5.0,The Ultimate All-Terrain Adventure,5,"The Ducati Multistrada V2 is an amazing bike. It is an incredibly powerful and versatile motorcycle that can handle any type of terrain. The power delivery is smooth and refined, and it has great handling and braking. The combination of the Ducati Testastretta DVT engine and the Ducati Skyhook suspension makes for a truly unique ride. The bike is also equipped with a host of advanced electronics, including cornering ABS, wheelie control, traction control, and ride modes. The Multistrada V2 is a great choice for anyone looking for an all-around performance bike that can handle any type of terrain. It is a great choice for both the experienced rider and the beginner. Highly recommended!"
Ducati Panigale V4,4.7,Best Bike,5,Best bike but it is very expensive and I am having it from last 1 years and this is the best bike ever.
Ducati Panigale V4,4.7,Value For Money,4,"Bikes cost is too expensive but the power and torque deliver is so awesome, the maintanense cost is high but the comfort is awesome. Worth for money."
Ducati Panigale V4,4.7,Love It,4,Genuinely loved the bike. It's not that heavy and easy to handle and the design is the best one in the world. 
Ducati Panigale V4,4.7,Super Bike,4,"Very nice, I like this bike so much. The road presence of the bike is very good. The color of the bike is awesome."
Ducati Panigale V4,4.7,The Bike Is Just Marvellous,5,"The bike is just marvellous and has all the features. The pick-up is so soft, and Ducati Panigale V4 runs so fast. Mileage of Ducati is worthy, so comfortable very much stylish that's all I wanna say. "
Ducati Panigale V4,4.7,The Panigale V4 - Most Powerful,4,"The Panigale V4 is one of the most powerful track weapon and the road-legal performance motorcycle which can give goosebumps each and every gear shifts the way the bike handles and the adrenaline rush given by the 1103cc 90° Desmocideci Stradale V4 engine puts a tremendous 214hp(215.5hp in 2022 variant) at the peak of 15k redline, this Italian beauty is a hell of a beast. The engine is becoming smoother and better year after year and Ducati is trying to add more updated electronics and shedding weights for an even better bike this bike is just blown everyone's mind in 2018 EICMA shows after Desmosedici RR which is a long time ago they give a big bold v4 engine which is a huge appreciation for Ducati and a big step against the rivals. If you want to unleash the full potential of the bike just install the Akrapovic full system race exhaust and flash ECU then a couple of mods like carbon fibres, etc then you're good to go. And there are some negative points too like no fuel gauge, heating issues, no cruise control, and the big fact that it's expensive in every aspect including price, maintenance, parts, etc. If you want a really fun thrill bike to ride at weekends or on track or in street or on the highway I recommend the Panigale V4 to get because it has its own personal characteristics and at the end of the day you might know what I meant about the bike."
Ducati Panigale V4,4.7,It's a Best Bike Over all.,5,It's the best bike I have ever driven.
Ducati Scrambler 800,4.4,Real power,5,"This bike shows the real power, it has a lot of power no other bike can touch it. "
Ducati Scrambler 800,4.4,Beast of a ride,5,"Brilliant bike. Picked up one recently after a lot of other bike test rides. Very good for short distance ride of 250kms sorts. Lightweight, very powerful, handling is very good and comfort ride handling."
Ducati Scrambler 800,4.4,Nice Bike,4,This is one of the best 800cc bikes in India right now. It has got a unique design. The pricing for this bike is a lot though.
Ducati Scrambler 800,4.4,Awesome Experience Of Riding,4,"Awesome experience of riding Scrambler 800. Its superb looks, and best mileage, but the maintenance cost is a little bit high, and the average is 12kmpl."
Ducati Scrambler 800,4.4,Best Performance,4,This is a too good and amazing bike. This bike performance is so awesome. If your budget is more than this bike then you definitely buy this bike.
Ducati SuperSport 950,4.0,A Worth Beast When It comes for a Ducati Selection,4,"A perfect Ducati with 4 valves (2020) and 2 cylinders, it has got 110 ps at 9000RMP."
Ducati SuperSport 950,4.0,Fantastic Making And Great Mileage.  ,4,The making of this vehicle is Fantastic. Performance is outstanding. Looking is similar to Jaguar look. The mileage is very satisfactory.
Ducati SuperSport 950,4.0,A Good Bike,4,"I have seen one with a friend of mine, and this bike is exactly what it looks like – both in terms of style and overall everything."
Ducati SuperSport 950,4.0,Excellent Bike,4,"This bike is packed with advanced features and delivers outstanding performance on the track. In terms of mileage, it is impressive for a bike of its kind."
Ducati DesertX,4.0,Good Experienced,4,"The Ducati DesertX is an adventure motorcycle introduced by Ducati, known for its high-performance and stylish bikes. Aimed at off-road enthusiasts and adventurers, the DesertX combines ruggedness with Ducati's signature design and engineering."
